product_id,product,category,outcome,problem_space,anchor_terms,event_year,signal_id,signal_type,year,query,signal_volume,sample_count,raw_path,status
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,02,Search,2024,character.ai looking for,2,2,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_02_search_2024.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,02,Search,2025,character.ai looking for,2,2,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_02_search_2025.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,02,Search,2026,character.ai looking for,2,2,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_02_search_2026.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,03,Recommendation Seeking,2018,character.ai recommend,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_03_recommendation-seeking_2018.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,03,Recommendation Seeking,2019,character.ai recommend,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_03_recommendation-seeking_2019.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,03,Recommendation Seeking,2020,character.ai recommend,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_03_recommendation-seeking_2020.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,03,Recommendation Seeking,2021,character.ai recommend,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_03_recommendation-seeking_2021.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,03,Recommendation Seeking,2022,character.ai recommend,2,2,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_03_recommendation-seeking_2022.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,03,Recommendation Seeking,2023,character.ai recommend,1,1,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_03_recommendation-seeking_2023.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,03,Recommendation Seeking,2024,character.ai recommend,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_03_recommendation-seeking_2024.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,03,Recommendation Seeking,2025,character.ai recommend,1,1,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_03_recommendation-seeking_2025.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,03,Recommendation Seeking,2026,character.ai recommend,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_03_recommendation-seeking_2026.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,04,Solution Discovery,2018,character.ai found,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_04_solution-discovery_2018.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,04,Solution Discovery,2019,character.ai found,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_04_solution-discovery_2019.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,04,Solution Discovery,2020,character.ai found,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_04_solution-discovery_2020.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,04,Solution Discovery,2021,character.ai found,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_04_solution-discovery_2021.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,04,Solution Discovery,2022,character.ai found,8,5,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_04_solution-discovery_2022.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,04,Solution Discovery,2023,character.ai found,18,5,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_04_solution-discovery_2023.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,04,Solution Discovery,2024,character.ai found,21,5,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_04_solution-discovery_2024.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,04,Solution Discovery,2025,character.ai found,7,5,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_04_solution-discovery_2025.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,04,Solution Discovery,2026,character.ai found,5,5,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_04_solution-discovery_2026.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,05,Comparison,2018,character.ai vs,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_05_comparison_2018.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,05,Comparison,2019,character.ai vs,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_05_comparison_2019.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,05,Comparison,2020,character.ai vs,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_05_comparison_2020.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,05,Comparison,2021,character.ai vs,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_05_comparison_2021.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,05,Comparison,2022,character.ai vs,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_05_comparison_2022.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,05,Comparison,2023,character.ai vs,2,2,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_05_comparison_2023.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,05,Comparison,2024,character.ai vs,1,1,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_05_comparison_2024.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,05,Comparison,2025,character.ai vs,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_05_comparison_2025.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,05,Comparison,2026,character.ai vs,2,2,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_05_comparison_2026.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,06,Alternative Seeking,2018,character.ai alternative,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_06_alternative-seeking_2018.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,06,Alternative Seeking,2019,character.ai alternative,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_06_alternative-seeking_2019.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,06,Alternative Seeking,2020,character.ai alternative,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_06_alternative-seeking_2020.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,06,Alternative Seeking,2021,character.ai alternative,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_06_alternative-seeking_2021.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,06,Alternative Seeking,2022,character.ai alternative,1,1,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_06_alternative-seeking_2022.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,06,Alternative Seeking,2023,character.ai alternative,1,1,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_06_alternative-seeking_2023.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,06,Alternative Seeking,2024,character.ai alternative,6,5,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_06_alternative-seeking_2024.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,06,Alternative Seeking,2025,character.ai alternative,3,3,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_06_alternative-seeking_2025.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,06,Alternative Seeking,2026,character.ai alternative,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_06_alternative-seeking_2026.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,07,Vendor / Provider Search,2018,character.ai vendor,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_07_vendor-provider-search_2018.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,07,Vendor / Provider Search,2019,character.ai vendor,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_07_vendor-provider-search_2019.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,07,Vendor / Provider Search,2020,character.ai vendor,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_07_vendor-provider-search_2020.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,07,Vendor / Provider Search,2021,character.ai vendor,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_07_vendor-provider-search_2021.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,07,Vendor / Provider Search,2022,character.ai vendor,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_07_vendor-provider-search_2022.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,07,Vendor / Provider Search,2023,character.ai vendor,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_07_vendor-provider-search_2023.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,07,Vendor / Provider Search,2024,character.ai vendor,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_07_vendor-provider-search_2024.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,07,Vendor / Provider Search,2025,character.ai vendor,1,1,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_07_vendor-provider-search_2025.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,07,Vendor / Provider Search,2026,character.ai vendor,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_07_vendor-provider-search_2026.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,08,Pricing / Quote,2018,character.ai pricing,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_08_pricing-quote_2018.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,08,Pricing / Quote,2019,character.ai pricing,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_08_pricing-quote_2019.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,08,Pricing / Quote,2020,character.ai pricing,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_08_pricing-quote_2020.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,08,Pricing / Quote,2021,character.ai pricing,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_08_pricing-quote_2021.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,08,Pricing / Quote,2022,character.ai pricing,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_08_pricing-quote_2022.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,08,Pricing / Quote,2023,character.ai pricing,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_08_pricing-quote_2023.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,08,Pricing / Quote,2024,character.ai pricing,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_08_pricing-quote_2024.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,08,Pricing / Quote,2025,character.ai pricing,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_08_pricing-quote_2025.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,08,Pricing / Quote,2026,character.ai pricing,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_08_pricing-quote_2026.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,09,Purchase Intent,2018,character.ai should I buy,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_09_purchase-intent_2018.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,09,Purchase Intent,2019,character.ai should I buy,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_09_purchase-intent_2019.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,09,Purchase Intent,2020,character.ai should I buy,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_09_purchase-intent_2020.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,09,Purchase Intent,2021,character.ai should I buy,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_09_purchase-intent_2021.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,09,Purchase Intent,2022,character.ai should I buy,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_09_purchase-intent_2022.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,09,Purchase Intent,2023,character.ai should I buy,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_09_purchase-intent_2023.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,09,Purchase Intent,2024,character.ai should I buy,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_09_purchase-intent_2024.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,09,Purchase Intent,2025,character.ai should I buy,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_09_purchase-intent_2025.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,09,Purchase Intent,2026,character.ai should I buy,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_09_purchase-intent_2026.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,10,Purchase,2018,character.ai bought,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_10_purchase_2018.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,10,Purchase,2019,character.ai bought,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_10_purchase_2019.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,10,Purchase,2020,character.ai bought,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_10_purchase_2020.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,10,Purchase,2021,character.ai bought,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_10_purchase_2021.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,10,Purchase,2022,character.ai bought,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_10_purchase_2022.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,10,Purchase,2023,character.ai bought,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_10_purchase_2023.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,10,Purchase,2024,character.ai bought,3,3,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_10_purchase_2024.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,10,Purchase,2025,character.ai bought,1,1,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_10_purchase_2025.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,10,Purchase,2026,character.ai bought,2,2,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_10_purchase_2026.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,11,Trial,2018,character.ai trial,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_11_trial_2018.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,11,Trial,2019,character.ai trial,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_11_trial_2019.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,11,Trial,2020,character.ai trial,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_11_trial_2020.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,11,Trial,2021,character.ai trial,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_11_trial_2021.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,11,Trial,2022,character.ai trial,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_11_trial_2022.json,ok
ai_character_ai,Character.AI,AI Products,Success/Growing,AI character chat,character.ai|character ai,2024,11,Trial,2023,character.ai trial,0,0,E:\AIHardware\假设验证研究\product_lifecycle_behavior_signal_research\raw\hn_algolia\ai-products\ai_character_ai\signal_11_trial_2023.json,ok
