product_id,product,category,outcome,problem_space,signal_id,signal_type,signal_volume,signal_growth,signal_acceleration,first_seen,peak_time,purchase_growth,usage_growth,replacement_growth,repeat_purchase_growth,lead_time_to_purchase_signal_years,correlation_same_year_to_outcome,correlation_lead1_to_outcome,data_window,data_quality_note
hardware_nas,NAS,Hardware,Success/Niche,network attached storage,01,Problem Recognition,87,4.0,9,2019,2025,2.9,1.404,2.25,2.5,0,0.694,-0.04,2018-2026,HN public discussion proxy; not direct sales data
hardware_nas,NAS,Hardware,Success/Niche,network attached storage,12,Installation / Onboarding,151,1.667,18,2018,2025,2.9,1.404,2.25,2.5,1,0.919,-0.285,2018-2026,HN public discussion proxy; not direct sales data
hardware_nas,NAS,Hardware,Success/Niche,network attached storage,13,Usage,355,1.404,26,2018,2021,2.9,1.404,2.25,2.5,1,0.976,0.044,2018-2026,HN public discussion proxy; not direct sales data
hardware_nas,NAS,Hardware,Success/Niche,network attached storage,14,Failure / Friction,46,3.2,5,2019,2021,2.9,1.404,2.25,2.5,0,0.735,-0.005,2018-2026,HN public discussion proxy; not direct sales data
hardware_nas,NAS,Hardware,Success/Niche,network attached storage,15,Support,243,2.345,27,2018,2025,2.9,1.404,2.25,2.5,1,0.868,-0.219,2018-2026,HN public discussion proxy; not direct sales data
hardware_nas,NAS,Hardware,Success/Niche,network attached storage,16,Dissatisfaction,3,2.0,2,2025,2025,2.9,1.404,2.25,2.5,-6,0.43,-0.726,2018-2026,HN public discussion proxy; not direct sales data
hardware_nas,NAS,Hardware,Success/Niche,network attached storage,17,Replacement,31,2.25,7,2019,2023,2.9,1.404,2.25,2.5,0,0.776,-0.29,2018-2026,HN public discussion proxy; not direct sales data
hardware_nas,NAS,Hardware,Success/Niche,network attached storage,18,Switching,7,2.0,3,2021,2021,2.9,1.404,2.25,2.5,-2,0.756,-0.272,2018-2026,HN public discussion proxy; not direct sales data
hardware_nas,NAS,Hardware,Success/Niche,network attached storage,19,Upgrade,89,2.727,17,2018,2025,2.9,1.404,2.25,2.5,1,0.718,-0.563,2018-2026,HN public discussion proxy; not direct sales data
hardware_nas,NAS,Hardware,Success/Niche,network attached storage,20,Repeat Purchase,10,2.5,3,2021,2021,2.9,1.404,2.25,2.5,-2,0.722,-0.519,2018-2026,HN public discussion proxy; not direct sales data
hardware_router,Router,Hardware,Success/Commodity,home and business networking,01,Problem Recognition,10221,1.071,155,2018,2022,0.928,1.255,1.201,1.061,0,0.912,0.608,2018-2026,HN public discussion proxy; not direct sales data
hardware_router,Router,Hardware,Success/Commodity,home and business networking,02,Search,4339,1.136,76,2018,2023,0.928,1.255,1.201,1.061,0,0.974,0.464,2018-2026,HN public discussion proxy; not direct sales data
hardware_router,Router,Hardware,Success/Commodity,home and business networking,03,Recommendation Seeking,3129,0.995,143,2018,2021,0.928,1.255,1.201,1.061,0,0.768,0.672,2018-2026,HN public discussion proxy; not direct sales data
hardware_router,Router,Hardware,Success/Commodity,home and business networking,04,Solution Discovery,5933,1.145,92,2018,2022,0.928,1.255,1.201,1.061,0,0.984,0.598,2018-2026,HN public discussion proxy; not direct sales data
hardware_router,Router,Hardware,Success/Commodity,home and business networking,05,Comparison,2954,1.678,78,2018,2025,0.928,1.255,1.201,1.061,0,0.716,0.491,2018-2026,HN public discussion proxy; not direct sales data
hardware_router,Router,Hardware,Success/Commodity,home and business networking,06,Alternative Seeking,3386,1.104,78,2018,2022,0.928,1.255,1.201,1.061,0,0.949,0.66,2018-2026,HN public discussion proxy; not direct sales data
hardware_router,Router,Hardware,Success/Commodity,home and business networking,07,Vendor / Provider Search,1780,1.117,58,2018,2023,0.928,1.255,1.201,1.061,0,0.723,0.105,2018-2026,HN public discussion proxy; not direct sales data
hardware_router,Router,Hardware,Success/Commodity,home and business networking,08,Pricing / Quote,1337,1.97,66,2018,2025,0.928,1.255,1.201,1.061,0,0.63,0.278,2018-2026,HN public discussion proxy; not direct sales data
hardware_router,Router,Hardware,Success/Commodity,home and business networking,09,Purchase Intent,688,0.971,18,2018,2022,0.928,1.255,1.201,1.061,0,0.774,0.688,2018-2026,HN public discussion proxy; not direct sales data
hardware_router,Router,Hardware,Success/Commodity,home and business networking,10,Purchase,2028,0.928,49,2018,2022,0.928,1.255,1.201,1.061,0,0.832,0.684,2018-2026,HN public discussion proxy; not direct sales data
hardware_router,Router,Hardware,Success/Commodity,home and business networking,11,Trial,1767,1.264,74,2018,2023,0.928,1.255,1.201,1.061,0,0.856,0.583,2018-2026,HN public discussion proxy; not direct sales data
hardware_router,Router,Hardware,Success/Commodity,home and business networking,12,Installation / Onboarding,4571,1.358,80,2018,2023,0.928,1.255,1.201,1.061,0,0.953,0.397,2018-2026,HN public discussion proxy; not direct sales data
hardware_router,Router,Hardware,Success/Commodity,home and business networking,13,Usage,16606,1.255,266,2018,2023,0.928,1.255,1.201,1.061,0,0.992,0.428,2018-2026,HN public discussion proxy; not direct sales data
hardware_router,Router,Hardware,Success/Commodity,home and business networking,14,Failure / Friction,4084,1.298,138,2018,2021,0.928,1.255,1.201,1.061,0,0.907,0.66,2018-2026,HN public discussion proxy; not direct sales data
hardware_router,Router,Hardware,Success/Commodity,home and business networking,15,Support,10265,1.256,243,2018,2023,0.928,1.255,1.201,1.061,0,0.966,0.553,2018-2026,HN public discussion proxy; not direct sales data
hardware_router,Router,Hardware,Success/Commodity,home and business networking,16,Dissatisfaction,283,1.246,32,2018,2025,0.928,1.255,1.201,1.061,0,0.292,-0.648,2018-2026,HN public discussion proxy; not direct sales data
hardware_router,Router,Hardware,Success/Commodity,home and business networking,17,Replacement,839,1.201,14,2018,2022,0.928,1.255,1.201,1.061,0,0.916,0.715,2018-2026,HN public discussion proxy; not direct sales data
hardware_router,Router,Hardware,Success/Commodity,home and business networking,18,Switching,532,1.418,28,2018,2024,0.928,1.255,1.201,1.061,0,0.311,0.545,2018-2026,HN public discussion proxy; not direct sales data
hardware_router,Router,Hardware,Success/Commodity,home and business networking,19,Upgrade,2186,1.174,62,2018,2023,0.928,1.255,1.201,1.061,0,0.935,0.642,2018-2026,HN public discussion proxy; not direct sales data
hardware_router,Router,Hardware,Success/Commodity,home and business networking,20,Repeat Purchase,521,1.061,20,2018,2021,0.928,1.255,1.201,1.061,0,0.734,0.667,2018-2026,HN public discussion proxy; not direct sales data
hardware_smart_home_hub,Smart Home Hub,Hardware,Mixed/Stagnant,smart home automation,01,Problem Recognition,33,0.625,4,2018,2023,3.667,1.3,1.0,0.667,3,0.625,0.454,2018-2026,HN public discussion proxy; not direct sales data
hardware_smart_home_hub,Smart Home Hub,Hardware,Mixed/Stagnant,smart home automation,02,Search,19,0.625,3,2018,2021,3.667,1.3,1.0,0.667,3,-0.494,0.297,2018-2026,HN public discussion proxy; not direct sales data
hardware_smart_home_hub,Smart Home Hub,Hardware,Mixed/Stagnant,smart home automation,03,Recommendation Seeking,13,3.0,1,2022,2023,3.667,1.3,1.0,0.667,-1,0.771,0.258,2018-2026,HN public discussion proxy; not direct sales data
hardware_smart_home_hub,Smart Home Hub,Hardware,Mixed/Stagnant,smart home automation,04,Solution Discovery,20,1.0,3,2020,2021,3.667,1.3,1.0,0.667,1,0.372,0.747,2018-2026,HN public discussion proxy; not direct sales data
hardware_smart_home_hub,Smart Home Hub,Hardware,Mixed/Stagnant,smart home automation,05,Comparison,8,1.0,2,2021,2022,3.667,1.3,1.0,0.667,0,0.41,0.661,2018-2026,HN public discussion proxy; not direct sales data
hardware_smart_home_hub,Smart Home Hub,Hardware,Mixed/Stagnant,smart home automation,06,Alternative Seeking,15,1.0,5,2019,2024,3.667,1.3,1.0,0.667,2,0.386,-0.044,2018-2026,HN public discussion proxy; not direct sales data
hardware_smart_home_hub,Smart Home Hub,Hardware,Mixed/Stagnant,smart home automation,07,Vendor / Provider Search,23,2.333,2,2021,2023,3.667,1.3,1.0,0.667,0,0.778,0.536,2018-2026,HN public discussion proxy; not direct sales data
hardware_smart_home_hub,Smart Home Hub,Hardware,Mixed/Stagnant,smart home automation,08,Pricing / Quote,1,1.5,1,,2026,3.667,1.3,1.0,0.667,,-0.242,,2018-2026,HN public discussion proxy; not direct sales data
hardware_smart_home_hub,Smart Home Hub,Hardware,Mixed/Stagnant,smart home automation,09,Purchase Intent,6,1.0,2,2018,2018,3.667,1.3,1.0,0.667,3,-0.369,-0.136,2018-2026,HN public discussion proxy; not direct sales data
hardware_smart_home_hub,Smart Home Hub,Hardware,Mixed/Stagnant,smart home automation,10,Purchase,20,3.667,5,2021,2025,3.667,1.3,1.0,0.667,0,0.567,0.148,2018-2026,HN public discussion proxy; not direct sales data
hardware_smart_home_hub,Smart Home Hub,Hardware,Mixed/Stagnant,smart home automation,11,Trial,1,1.0,1,,2020,3.667,1.3,1.0,0.667,,-0.172,-0.363,2018-2026,HN public discussion proxy; not direct sales data
hardware_smart_home_hub,Smart Home Hub,Hardware,Mixed/Stagnant,smart home automation,12,Installation / Onboarding,35,1.5,3,2019,2024,3.667,1.3,1.0,0.667,2,0.482,0.525,2018-2026,HN public discussion proxy; not direct sales data
hardware_smart_home_hub,Smart Home Hub,Hardware,Mixed/Stagnant,smart home automation,13,Usage,64,1.3,10,2018,2022,3.667,1.3,1.0,0.667,3,0.959,0.275,2018-2026,HN public discussion proxy; not direct sales data
hardware_smart_home_hub,Smart Home Hub,Hardware,Mixed/Stagnant,smart home automation,14,Failure / Friction,23,1.167,3,2018,2023,3.667,1.3,1.0,0.667,3,-0.003,0.301,2018-2026,HN public discussion proxy; not direct sales data
hardware_smart_home_hub,Smart Home Hub,Hardware,Mixed/Stagnant,smart home automation,15,Support,64,1.444,4,2018,2022,3.667,1.3,1.0,0.667,3,0.69,0.761,2018-2026,HN public discussion proxy; not direct sales data
hardware_smart_home_hub,Smart Home Hub,Hardware,Mixed/Stagnant,smart home automation,16,Dissatisfaction,2,1.0,1,,2022,3.667,1.3,1.0,0.667,,0.696,0.396,2018-2026,HN public discussion proxy; not direct sales data
hardware_smart_home_hub,Smart Home Hub,Hardware,Mixed/Stagnant,smart home automation,17,Replacement,4,1.0,2,2023,2023,3.667,1.3,1.0,0.667,-2,0.297,0.175,2018-2026,HN public discussion proxy; not direct sales data
hardware_smart_home_hub,Smart Home Hub,Hardware,Mixed/Stagnant,smart home automation,18,Switching,1,1.0,1,,2024,3.667,1.3,1.0,0.667,,0.32,0.135,2018-2026,HN public discussion proxy; not direct sales data
hardware_smart_home_hub,Smart Home Hub,Hardware,Mixed/Stagnant,smart home automation,19,Upgrade,8,2.5,2,2022,2022,3.667,1.3,1.0,0.667,-1,0.612,0.073,2018-2026,HN public discussion proxy; not direct sales data
hardware_smart_home_hub,Smart Home Hub,Hardware,Mixed/Stagnant,smart home automation,20,Repeat Purchase,6,0.667,1,2022,2022,3.667,1.3,1.0,0.667,-1,0.342,0.28,2018-2026,HN public discussion proxy; not direct sales data
hardware_rabbit_r1,Rabbit R1,Hardware,Failed/Weak adoption,AI hardware assistant,01,Problem Recognition,7,1.5,6,2024,2024,1.0,3.0,5.5,1.0,0,0.828,-0.092,2018-2026,HN public discussion proxy; not direct sales data
hardware_rabbit_r1,Rabbit R1,Hardware,Failed/Weak adoption,AI hardware assistant,02,Search,4,2.0,2,2024,2024,1.0,3.0,5.5,1.0,0,0.5,0.367,2018-2026,HN public discussion proxy; not direct sales data
hardware_rabbit_r1,Rabbit R1,Hardware,Failed/Weak adoption,AI hardware assistant,03,Recommendation Seeking,3,1.0,3,2024,2024,1.0,3.0,5.5,1.0,0,0.725,-0.092,2018-2026,HN public discussion proxy; not direct sales data
hardware_rabbit_r1,Rabbit R1,Hardware,Failed/Weak adoption,AI hardware assistant,04,Solution Discovery,12,2.5,9,2024,2024,1.0,3.0,5.5,1.0,0,0.694,0.098,2018-2026,HN public discussion proxy; not direct sales data
hardware_rabbit_r1,Rabbit R1,Hardware,Failed/Weak adoption,AI hardware assistant,05,Comparison,9,2.0,7,2024,2024,1.0,3.0,5.5,1.0,0,0.703,0.071,2018-2026,HN public discussion proxy; not direct sales data
hardware_rabbit_r1,Rabbit R1,Hardware,Failed/Weak adoption,AI hardware assistant,06,Alternative Seeking,1,1.5,1,,2025,1.0,3.0,5.5,1.0,,-0.064,0.572,2018-2026,HN public discussion proxy; not direct sales data
hardware_rabbit_r1,Rabbit R1,Hardware,Failed/Weak adoption,AI hardware assistant,07,Vendor / Provider Search,3,1.5,2,2024,2024,1.0,3.0,5.5,1.0,0,0.653,0.184,2018-2026,HN public discussion proxy; not direct sales data
hardware_rabbit_r1,Rabbit R1,Hardware,Failed/Weak adoption,AI hardware assistant,08,Pricing / Quote,2,1.5,1,,2024,1.0,3.0,5.5,1.0,,0.5,0.367,2018-2026,HN public discussion proxy; not direct sales data
hardware_rabbit_r1,Rabbit R1,Hardware,Failed/Weak adoption,AI hardware assistant,09,Purchase Intent,4,1.5,3,2024,2024,1.0,3.0,5.5,1.0,0,0.694,0.098,2018-2026,HN public discussion proxy; not direct sales data
hardware_rabbit_r1,Rabbit R1,Hardware,Failed/Weak adoption,AI hardware assistant,10,Purchase,2,1.0,2,2024,2024,1.0,3.0,5.5,1.0,0,0.725,-0.092,2018-2026,HN public discussion proxy; not direct sales data
hardware_rabbit_r1,Rabbit R1,Hardware,Failed/Weak adoption,AI hardware assistant,11,Trial,1,1.0,1,,2024,1.0,3.0,5.5,1.0,,0.725,-0.092,2018-2026,HN public discussion proxy; not direct sales data
hardware_rabbit_r1,Rabbit R1,Hardware,Failed/Weak adoption,AI hardware assistant,12,Installation / Onboarding,4,1.5,3,2024,2024,1.0,3.0,5.5,1.0,0,0.906,-0.092,2018-2026,HN public discussion proxy; not direct sales data
hardware_rabbit_r1,Rabbit R1,Hardware,Failed/Weak adoption,AI hardware assistant,13,Usage,14,3.0,10,2024,2024,1.0,3.0,5.5,1.0,0,0.841,0.022,2018-2026,HN public discussion proxy; not direct sales data
hardware_rabbit_r1,Rabbit R1,Hardware,Failed/Weak adoption,AI hardware assistant,14,Failure / Friction,4,1.5,3,2024,2024,1.0,3.0,5.5,1.0,0,0.906,-0.092,2018-2026,HN public discussion proxy; not direct sales data
hardware_rabbit_r1,Rabbit R1,Hardware,Failed/Weak adoption,AI hardware assistant,15,Support,8,2.5,5,2024,2024,1.0,3.0,5.5,1.0,0,0.804,0.134,2018-2026,HN public discussion proxy; not direct sales data
hardware_rabbit_r1,Rabbit R1,Hardware,Failed/Weak adoption,AI hardware assistant,16,Dissatisfaction,1,1.0,1,,2024,1.0,3.0,5.5,1.0,,0.725,-0.092,2018-2026,HN public discussion proxy; not direct sales data
hardware_rabbit_r1,Rabbit R1,Hardware,Failed/Weak adoption,AI hardware assistant,17,Replacement,9,5.5,9,2026,2026,1.0,3.0,5.5,1.0,-2,0.581,,2018-2026,HN public discussion proxy; not direct sales data
hardware_rabbit_r1,Rabbit R1,Hardware,Failed/Weak adoption,AI hardware assistant,18,Switching,0,1.0,0,,2018,1.0,3.0,5.5,1.0,,,,2018-2026,HN public discussion proxy; not direct sales data
hardware_rabbit_r1,Rabbit R1,Hardware,Failed/Weak adoption,AI hardware assistant,19,Upgrade,9,5.0,8,2026,2026,1.0,3.0,5.5,1.0,-2,0.677,-0.092,2018-2026,HN public discussion proxy; not direct sales data
hardware_rabbit_r1,Rabbit R1,Hardware,Failed/Weak adoption,AI hardware assistant,20,Repeat Purchase,1,1.0,1,,2024,1.0,3.0,5.5,1.0,,0.725,-0.092,2018-2026,HN public discussion proxy; not direct sales data
hardware_humane_ai_pin,Humane AI Pin,Hardware,Failed/Weak adoption,wearable AI device,01,Problem Recognition,30,5.25,13,2018,2026,2.5,3.429,1.0,6.5,8,0.997,0.288,2018-2026,HN public discussion proxy; not direct sales data
hardware_humane_ai_pin,Humane AI Pin,Hardware,Failed/Weak adoption,wearable AI device,02,Search,29,10.5,15,2024,2026,2.5,3.429,1.0,6.5,2,0.987,0.139,2018-2026,HN public discussion proxy; not direct sales data
hardware_humane_ai_pin,Humane AI Pin,Hardware,Failed/Weak adoption,wearable AI device,03,Recommendation Seeking,6,3.0,4,2023,2026,2.5,3.429,1.0,6.5,3,0.768,0.306,2018-2026,HN public discussion proxy; not direct sales data
hardware_humane_ai_pin,Humane AI Pin,Hardware,Failed/Weak adoption,wearable AI device,04,Solution Discovery,48,10.667,14,2023,2026,2.5,3.429,1.0,6.5,3,0.979,0.577,2018-2026,HN public discussion proxy; not direct sales data
hardware_humane_ai_pin,Humane AI Pin,Hardware,Failed/Weak adoption,wearable AI device,05,Comparison,17,3.0,2,2021,2024,2.5,3.429,1.0,6.5,5,0.575,0.65,2018-2026,HN public discussion proxy; not direct sales data
hardware_humane_ai_pin,Humane AI Pin,Hardware,Failed/Weak adoption,wearable AI device,06,Alternative Seeking,7,2.0,3,2023,2023,2.5,3.429,1.0,6.5,3,0.334,0.522,2018-2026,HN public discussion proxy; not direct sales data
hardware_humane_ai_pin,Humane AI Pin,Hardware,Failed/Weak adoption,wearable AI device,07,Vendor / Provider Search,4,3.0,4,2026,2026,2.5,3.429,1.0,6.5,0,0.881,,2018-2026,HN public discussion proxy; not direct sales data
hardware_humane_ai_pin,Humane AI Pin,Hardware,Failed/Weak adoption,wearable AI device,08,Pricing / Quote,17,8.5,13,2026,2026,2.5,3.429,1.0,6.5,0,0.904,0.47,2018-2026,HN public discussion proxy; not direct sales data
hardware_humane_ai_pin,Humane AI Pin,Hardware,Failed/Weak adoption,wearable AI device,09,Purchase Intent,8,4.0,6,2024,2026,2.5,3.429,1.0,6.5,2,0.974,-0.038,2018-2026,HN public discussion proxy; not direct sales data
hardware_humane_ai_pin,Humane AI Pin,Hardware,Failed/Weak adoption,wearable AI device,10,Purchase,3,2.5,1,2026,2026,2.5,3.429,1.0,6.5,0,0.821,0.879,2018-2026,HN public discussion proxy; not direct sales data
hardware_humane_ai_pin,Humane AI Pin,Hardware,Failed/Weak adoption,wearable AI device,11,Trial,8,1.75,5,2019,2026,2.5,3.429,1.0,6.5,7,0.863,-0.272,2018-2026,HN public discussion proxy; not direct sales data
hardware_humane_ai_pin,Humane AI Pin,Hardware,Failed/Weak adoption,wearable AI device,12,Installation / Onboarding,12,6.0,10,2026,2026,2.5,3.429,1.0,6.5,0,0.846,-0.321,2018-2026,HN public discussion proxy; not direct sales data
hardware_humane_ai_pin,Humane AI Pin,Hardware,Failed/Weak adoption,wearable AI device,13,Usage,42,3.429,14,2018,2026,2.5,3.429,1.0,6.5,8,0.981,0.207,2018-2026,HN public discussion proxy; not direct sales data
hardware_humane_ai_pin,Humane AI Pin,Hardware,Failed/Weak adoption,wearable AI device,14,Failure / Friction,23,6.667,14,2023,2026,2.5,3.429,1.0,6.5,3,0.897,0.794,2018-2026,HN public discussion proxy; not direct sales data
hardware_humane_ai_pin,Humane AI Pin,Hardware,Failed/Weak adoption,wearable AI device,15,Support,29,12.5,7,2024,2026,2.5,3.429,1.0,6.5,2,0.919,0.826,2018-2026,HN public discussion proxy; not direct sales data
hardware_humane_ai_pin,Humane AI Pin,Hardware,Failed/Weak adoption,wearable AI device,16,Dissatisfaction,2,1.5,1,,2024,2.5,3.429,1.0,6.5,,0.906,-0.038,2018-2026,HN public discussion proxy; not direct sales data
hardware_humane_ai_pin,Humane AI Pin,Hardware,Failed/Weak adoption,wearable AI device,17,Replacement,2,1.0,1,,2023,2.5,3.429,1.0,6.5,,0.139,0.204,2018-2026,HN public discussion proxy; not direct sales data
hardware_humane_ai_pin,Humane AI Pin,Hardware,Failed/Weak adoption,wearable AI device,18,Switching,2,1.5,1,,2023,2.5,3.429,1.0,6.5,,0.565,0.306,2018-2026,HN public discussion proxy; not direct sales data
hardware_humane_ai_pin,Humane AI Pin,Hardware,Failed/Weak adoption,wearable AI device,19,Upgrade,1,1.5,1,,2026,2.5,3.429,1.0,6.5,,0.881,,2018-2026,HN public discussion proxy; not direct sales data
hardware_humane_ai_pin,Humane AI Pin,Hardware,Failed/Weak adoption,wearable AI device,20,Repeat Purchase,12,6.5,9,2026,2026,2.5,3.429,1.0,6.5,0,0.926,0.642,2018-2026,HN public discussion proxy; not direct sales data
saas_notion,Notion,SaaS / Software,Success,workspace and notes,01,Problem Recognition,75,0.833,6,2018,2021,1.5,0.265,0.286,1.0,2,0.615,0.107,2018-2026,HN public discussion proxy; not direct sales data
saas_notion,Notion,SaaS / Software,Success,workspace and notes,02,Search,268,1.538,55,2020,2021,1.5,0.265,0.286,1.0,0,0.647,-0.074,2018-2026,HN public discussion proxy; not direct sales data
saas_notion,Notion,SaaS / Software,Success,workspace and notes,03,Recommendation Seeking,44,0.136,1,2018,2018,1.5,0.265,0.286,1.0,2,0.633,0.827,2018-2026,HN public discussion proxy; not direct sales data
saas_notion,Notion,SaaS / Software,Success,workspace and notes,04,Solution Discovery,262,1.24,48,2020,2021,1.5,0.265,0.286,1.0,0,0.657,-0.051,2018-2026,HN public discussion proxy; not direct sales data
saas_notion,Notion,SaaS / Software,Success,workspace and notes,05,Comparison,18,0.5,4,2020,2021,1.5,0.265,0.286,1.0,0,0.742,0.098,2018-2026,HN public discussion proxy; not direct sales data
saas_notion,Notion,SaaS / Software,Success,workspace and notes,06,Alternative Seeking,34,0.214,6,2018,2019,1.5,0.265,0.286,1.0,2,0.854,0.869,2018-2026,HN public discussion proxy; not direct sales data
saas_notion,Notion,SaaS / Software,Success,workspace and notes,07,Vendor / Provider Search,9,1.0,1,2020,2020,1.5,0.265,0.286,1.0,0,0.522,0.156,2018-2026,HN public discussion proxy; not direct sales data
saas_notion,Notion,SaaS / Software,Success,workspace and notes,08,Pricing / Quote,23,0.3,6,2019,2019,1.5,0.265,0.286,1.0,1,0.698,0.856,2018-2026,HN public discussion proxy; not direct sales data
saas_notion,Notion,SaaS / Software,Success,workspace and notes,09,Purchase Intent,0,1.0,0,,2018,1.5,0.265,0.286,1.0,,,,2018-2026,HN public discussion proxy; not direct sales data
saas_notion,Notion,SaaS / Software,Success,workspace and notes,10,Purchase,9,1.5,4,2020,2020,1.5,0.265,0.286,1.0,0,0.693,-0.001,2018-2026,HN public discussion proxy; not direct sales data
saas_notion,Notion,SaaS / Software,Success,workspace and notes,11,Trial,13,0.25,0,2018,2018,1.5,0.265,0.286,1.0,2,0.709,0.866,2018-2026,HN public discussion proxy; not direct sales data
saas_notion,Notion,SaaS / Software,Success,workspace and notes,12,Installation / Onboarding,31,0.625,6,2018,2021,1.5,0.265,0.286,1.0,2,0.672,0.134,2018-2026,HN public discussion proxy; not direct sales data
saas_notion,Notion,SaaS / Software,Success,workspace and notes,13,Usage,202,0.265,25,2018,2020,1.5,0.265,0.286,1.0,2,0.997,0.525,2018-2026,HN public discussion proxy; not direct sales data
saas_notion,Notion,SaaS / Software,Success,workspace and notes,14,Failure / Friction,43,2.0,5,2019,2021,1.5,0.265,0.286,1.0,1,0.553,-0.108,2018-2026,HN public discussion proxy; not direct sales data
saas_notion,Notion,SaaS / Software,Success,workspace and notes,15,Support,139,0.289,10,2018,2021,1.5,0.265,0.286,1.0,2,0.895,0.612,2018-2026,HN public discussion proxy; not direct sales data
saas_notion,Notion,SaaS / Software,Success,workspace and notes,16,Dissatisfaction,0,1.0,0,,2018,1.5,0.265,0.286,1.0,,,,2018-2026,HN public discussion proxy; not direct sales data
saas_notion,Notion,SaaS / Software,Success,workspace and notes,17,Replacement,9,0.286,1,2018,2018,1.5,0.265,0.286,1.0,2,0.373,0.718,2018-2026,HN public discussion proxy; not direct sales data
saas_notion,Notion,SaaS / Software,Success,workspace and notes,18,Switching,3,1.0,2,2021,2021,1.5,0.265,0.286,1.0,-1,0.21,-0.162,2018-2026,HN public discussion proxy; not direct sales data
saas_notion,Notion,SaaS / Software,Success,workspace and notes,19,Upgrade,10,1.0,4,2019,2021,1.5,0.265,0.286,1.0,1,0.178,0.009,2018-2026,HN public discussion proxy; not direct sales data
saas_notion,Notion,SaaS / Software,Success,workspace and notes,20,Repeat Purchase,0,1.0,0,,2018,1.5,0.265,0.286,1.0,,,,2018-2026,HN public discussion proxy; not direct sales data
saas_slack,Slack,SaaS / Software,Success,team communication,01,Problem Recognition,3778,1.378,119,2018,2025,1.404,1.352,1.34,2.091,0,0.939,0.221,2018-2026,HN public discussion proxy; not direct sales data
saas_slack,Slack,SaaS / Software,Success,team communication,02,Search,4083,1.032,130,2018,2021,1.404,1.352,1.34,2.091,0,0.371,0.23,2018-2026,HN public discussion proxy; not direct sales data
saas_slack,Slack,SaaS / Software,Success,team communication,03,Recommendation Seeking,804,0.92,26,2018,2025,1.404,1.352,1.34,2.091,0,0.288,-0.069,2018-2026,HN public discussion proxy; not direct sales data
saas_slack,Slack,SaaS / Software,Success,team communication,04,Solution Discovery,3185,1.64,135,2018,2025,1.404,1.352,1.34,2.091,0,0.77,0.534,2018-2026,HN public discussion proxy; not direct sales data
saas_slack,Slack,SaaS / Software,Success,team communication,05,Comparison,1559,1.456,50,2018,2026,1.404,1.352,1.34,2.091,0,0.835,0.322,2018-2026,HN public discussion proxy; not direct sales data
saas_slack,Slack,SaaS / Software,Success,team communication,06,Alternative Seeking,1034,1.324,41,2018,2023,1.404,1.352,1.34,2.091,0,0.608,0.077,2018-2026,HN public discussion proxy; not direct sales data
